,_para_k_sl,_para_k_tp,_para_range_k,annualized_returns,downside_risk,information_ratio,max_drawdown,sharpe,sortino,total_value,tracking_error,trades,unit_net_value,volatility,win_rate
38,0.45,0.4,0.1,0.022,0.048,0.362,0.084,0.023,0.032,102213.779,0.067,622,1.022,0.067,0.508
39,0.45,0.5,0.1,0.046,0.047,0.674,0.068,0.347,0.512,104525.406,0.07,602,1.045,0.07,0.492
40,0.05,0.2,0.15,0.057,0.012,2.13,0.022,1.262,2.67,105666.188,0.026,612,1.057,0.026,0.294
41,0.05,0.3,0.15,0.079,0.013,2.517,0.02,1.769,4.275,107845.709,0.03,598,1.078,0.03,0.264
42,0.05,0.4,0.15,0.063,0.013,1.921,0.021,1.211,2.939,106253.777,0.032,586,1.063,0.032,0.235
43,0.05,0.5,0.15,0.084,0.013,2.314,0.02,1.667,4.441,108347.715,0.035,580,1.083,0.035,0.234
44,0.15,0.2,0.15,0.09,0.022,2.42,0.021,1.786,2.977,108939.775,0.036,558,1.089,0.036,0.509
45,0.15,0.3,0.15,0.106,0.022,2.519,0.027,1.95,3.508,110433.797,0.04,538,1.104,0.04,0.468
46,0.15,0.4,0.15,0.097,0.024,2.175,0.03,1.645,2.998,109614.176,0.043,524,1.096,0.043,0.447
47,0.15,0.5,0.15,0.113,0.024,2.399,0.032,1.893,3.619,111201.099,0.045,514,1.112,0.045,0.444
48,0.25,0.2,0.15,0.098,0.027,2.242,0.025,1.702,2.678,109728.695,0.042,544,1.097,0.042,0.585
49,0.25,0.3,0.15,0.106,0.028,2.247,0.03,1.744,2.872,110524.169,0.045,522,1.105,0.045,0.54
50,0.25,0.4,0.15,0.087,0.03,1.703,0.039,1.242,2.024,108577.239,0.049,504,1.086,0.049,0.516
51,0.25,0.5,0.15,0.108,0.03,2.028,0.041,1.583,2.695,110695.095,0.051,492,1.107,0.051,0.516
52,0.35,0.2,0.15,0.067,0.034,1.377,0.031,0.902,1.275,106644.739,0.048,520,1.066,0.048,0.604
53,0.35,0.3,0.15,0.056,0.036,1.074,0.048,0.634,0.918,105531.333,0.052,496,1.055,0.052,0.552
54,0.35,0.4,0.15,0.053,0.038,0.971,0.058,0.557,0.817,105285.577,0.055,476,1.053,0.055,0.534
55,0.35,0.5,0.15,0.076,0.037,1.324,0.06,0.922,1.402,107543.433,0.057,464,1.075,0.057,0.534
56,0.45,0.2,0.15,0.085,0.033,1.766,0.032,1.279,1.826,108421.198,0.047,506,1.084,0.047,0.617
57,0.45,0.3,0.15,0.078,0.035,1.519,0.046,1.067,1.554,107747.793,0.05,482,1.077,0.05,0.568
58,0.45,0.4,0.15,0.072,0.037,1.301,0.052,0.882,1.282,107112.255,0.054,462,1.071,0.054,0.545
59,0.45,0.5,0.15,0.093,0.037,1.61,0.056,1.203,1.81,109180.111,0.056,450,1.092,0.056,0.547
60,0.05,0.2,0.2,0.008,0.009,0.489,0.009,-0.869,-1.618,100803.12,0.017,318,1.008,0.017,0.277
61,0.05,0.3,0.2,0.019,0.009,0.982,0.013,-0.171,-0.367,101923.12,0.02,318,1.019,0.02,0.258
62,0.05,0.4,0.2,0.021,0.009,0.96,0.013,-0.084,-0.197,102075.88,0.022,314,1.021,0.022,0.242
63,0.05,0.5,0.2,0.02,0.009,0.853,0.017,-0.134,-0.329,101945.88,0.023,314,1.019,0.023,0.236
64,0.15,0.2,0.2,0.024,0.015,0.963,0.021,0.053,0.089,102389.309,0.025,308,1.024,0.025,0.461
65,0.15,0.3,0.2,0.048,0.015,1.7,0.017,0.879,1.65,104750.264,0.028,306,1.048,0.028,0.444
66,0.15,0.4,0.2,0.059,0.015,1.88,0.017,1.137,2.341,105833.024,0.031,302,1.058,0.031,0.43
67,0.15,0.5,0.2,0.065,0.015,1.912,0.019,1.219,2.607,106383.024,0.033,302,1.064,0.033,0.424
68,0.25,0.2,0.2,0.021,0.021,0.69,0.02,-0.061,-0.09,102050.709,0.03,306,1.021,0.03,0.529
69,0.25,0.3,0.2,0.038,0.021,1.165,0.025,0.46,0.717,103751.681,0.032,304,1.038,0.032,0.513
70,0.25,0.4,0.2,0.045,0.022,1.248,0.034,0.61,0.99,104454.441,0.036,300,1.045,0.036,0.5
71,0.25,0.5,0.2,0.054,0.022,1.4,0.036,0.796,1.351,105304.441,0.038,300,1.053,0.038,0.493
72,0.35,0.2,0.2,0.014,0.024,0.447,0.018,-0.246,-0.342,101414.047,0.033,300,1.014,0.033,0.553
73,0.35,0.3,0.2,0.027,0.024,0.788,0.023,0.135,0.198,102705.027,0.035,298,1.027,0.035,0.537
74,0.35,0.4,0.2,0.026,0.027,0.674,0.031,0.086,0.125,102547.787,0.039,294,1.025,0.039,0.517
75,0.35,0.5,0.2,0.034,0.027,0.851,0.035,0.289,0.44,103397.787,0.041,294,1.034,0.041,0.51
76,0.45,0.2,0.2,0.009,0.026,0.284,0.021,-0.376,-0.503,100916.981,0.035,294,1.009,0.035,0.551
77,0.45,0.3,0.2,0.011,0.028,0.316,0.026,-0.282,-0.381,101129.423,0.038,290,1.011,0.038,0.531
78,0.45,0.4,0.2,0.003,0.032,0.088,0.039,-0.446,-0.597,100282.183,0.043,286,1.003,0.043,0.51
79,0.45,0.5,0.2,0.01,0.032,0.256,0.045,-0.259,-0.359,101032.183,0.044,286,1.01,0.044,0.503
80,0.05,0.2,0.25,0.001,0.006,0.068,0.012,-1.998,-3.669,100067.904,0.011,164,1.001,0.011,0.268
81,0.05,0.3,0.25,0.012,0.006,0.883,0.012,-0.739,-1.742,101227.904,0.014,164,1.012,0.014,0.268
82,0.05,0.4,0.25,0.007,0.006,0.509,0.013,-1.099,-2.554,100707.904,0.014,164,1.007,0.014,0.244
83,0.05,0.5,0.25,0.005,0.006,0.335,0.017,-1.186,-2.838,100487.904,0.015,164,1.005,0.015,0.232
84,0.15,0.2,0.25,-0.005,0.011,-0.313,0.017,-1.656,-2.55,99460.472,0.017,160,0.995,0.017,0.4
85,0.15,0.3,0.25,0.006,0.011,0.321,0.016,-0.798,-1.449,100630.472,0.02,160,1.006,0.02,0.388
86,0.15,0.4,0.25,-0.002,0.011,-0.061,0.024,-1.134,-2.098,99850.472,0.021,160,0.999,0.021,0.338
87,0.15,0.5,0.25,-0.004,0.012,-0.154,0.028,-1.161,-2.13,99630.472,0.023,160,0.996,0.023,0.325
88,0.25,0.2,0.25,-0.021,0.017,-0.967,0.024,-1.999,-2.624,97880.472,0.022,160,0.979,0.022,0.475
89,0.25,0.3,0.25,-0.006,0.017,-0.248,0.023,-1.18,-1.737,99370.472,0.024,160,0.994,0.024,0.475
90,0.25,0.4,0.25,-0.025,0.019,-0.906,0.038,-1.752,-2.487,97571.423,0.027,158,0.976,0.027,0.418
91,0.25,0.5,0.25,-0.024,0.019,-0.845,0.042,-1.648,-2.401,97611.423,0.028,158,0.976,0.028,0.405
92,0.35,0.2,0.25,-0.03,0.021,-1.183,0.027,-2.069,-2.525,96992.887,0.026,156,0.97,0.026,0.5
93,0.35,0.3,0.25,-0.016,0.021,-0.58,0.023,-1.403,-1.862,98382.887,0.028,156,0.984,0.028,0.5
94,0.35,0.4,0.25,-0.049,0.026,-1.528,0.048,-2.229,-2.762,95143.839,0.033,154,0.951,0.033,0.429
95,0.35,0.5,0.25,-0.049,0.027,-1.46,0.052,-2.136,-2.711,95183.839,0.034,154,0.952,0.034,0.416
96,0.45,0.2,0.25,-0.03,0.022,-1.121,0.026,-1.984,-2.393,97073.343,0.026,154,0.971,0.026,0.506
97,0.45,0.3,0.25,-0.016,0.022,-0.537,0.026,-1.342,-1.754,98463.343,0.028,154,0.985,0.028,0.506
98,0.45,0.4,0.25,-0.052,0.028,-1.545,0.048,-2.211,-2.671,94834.294,0.034,152,0.948,0.034,0.434
99,0.45,0.5,0.25,-0.052,0.029,-1.483,0.053,-2.127,-2.628,94874.294,0.035,152,0.949,0.035,0.421
100,0.05,0.2,0.3,0.002,0.004,0.221,0.006,-2.591,-4.772,100174.219,0.008,104,1.002,0.008,0.288
101,0.05,0.3,0.3,0.012,0.004,1.131,0.005,-0.977,-2.416,101214.219,0.011,104,1.012,0.011,0.288
102,0.05,0.4,0.3,0.009,0.005,0.731,0.005,-1.219,-3.122,100844.219,0.012,104,1.008,0.012,0.25
103,0.05,0.5,0.3,0.002,0.005,0.138,0.011,-1.803,-4.397,100154.219,0.012,104,1.002,0.012,0.212
104,0.15,0.2,0.3,0.005,0.009,0.346,0.009,-1.273,-2.062,100474.219,0.014,104,1.005,0.014,0.423
105,0.15,0.3,0.3,0.011,0.009,0.681,0.01,-0.679,-1.277,101124.219,0.017,104,1.011,0.017,0.365
106,0.15,0.4,0.3,0.006,0.009,0.339,0.011,-0.966,-1.876,100574.219,0.017,104,1.006,0.017,0.327
107,0.15,0.5,0.3,0.001,0.01,0.038,0.019,-1.132,-2.17,100054.219,0.019,104,1.001,0.019,0.288
108,0.25,0.2,0.3,-0.009,0.013,-0.487,0.014,-1.778,-2.378,99135.222,0.018,102,0.991,0.018,0.471
109,0.25,0.3,0.3,0.001,0.014,0.052,0.013,-1.059,-1.6,100085.222,0.021,102,1.001,0.021,0.431
110,0.25,0.4,0.3,-0.014,0.016,-0.607,0.02,-1.63,-2.298,98645.222,0.022,102,0.986,0.022,0.392
111,0.25,0.5,0.3,-0.019,0.017,-0.765,0.029,-1.713,-2.49,98165.222,0.024,102,0.982,0.024,0.353
112,0.35,0.2,0.3,-0.01,0.017,-0.464,0.019,-1.571,-1.93,99035.222,0.021,102,0.99,0.021,0.51
113,0.35,0.3,0.3,0.004,0.017,0.199,0.014,-0.802,-1.1,100425.222,0.023,102,1.004,0.023,0.49
114,0.35,0.4,0.3,-0.02,0.021,-0.744,0.028,-1.62,-2.039,98065.222,0.026,102,0.981,0.026,0.431
115,0.35,0.5,0.3,-0.025,0.021,-0.909,0.032,-1.734,-2.245,97505.222,0.028,102,0.975,0.028,0.392
116,0.45,0.2,0.3,-0.014,0.019,-0.616,0.022,-1.625,-1.917,98604.161,0.023,102,0.986,0.023,0.51
117,0.45,0.3,0.3,-0.0,0.019,0.01,0.017,-0.917,-1.188,99994.161,0.025,102,1.0,0.025,0.49
118,0.45,0.4,0.3,-0.028,0.024,-0.96,0.035,-1.745,-2.08,97234.161,0.029,102,0.972,0.029,0.431
119,0.45,0.5,0.3,-0.033,0.025,-1.076,0.039,-1.826,-2.236,96764.161,0.03,102,0.968,0.03,0.392
120,0.05,0.6,0.05,0.069,0.023,1.394,0.033,0.922,1.974,106789.702,0.048,1114,1.068,0.048,0.205
121,0.05,0.7,0.05,0.077,0.022,1.526,0.032,1.065,2.339,107637.075,0.049,1104,1.076,0.049,0.205
122,0.05,0.8,0.05,0.074,0.022,1.47,0.032,1.009,2.223,107344.76,0.049,1092,1.073,0.049,0.203
123,0.05,0.9,0.05,0.07,0.023,1.376,0.032,0.922,2.053,106955.867,0.05,1090,1.07,0.05,0.202
124,0.15,0.6,0.05,0.115,0.038,1.661,0.051,1.318,2.315,111325.371,0.066,902,1.113,0.066,0.381
125,0.15,0.7,0.05,0.12,0.038,1.732,0.05,1.39,2.458,111878.988,0.067,882,1.119,0.067,0.379
126,0.15,0.8,0.05,0.106,0.038,1.514,0.051,1.179,2.109,110510.031,0.068,864,1.105,0.068,0.375
127,0.15,0.9,0.05,0.112,0.038,1.541,0.05,1.216,2.236,111023.808,0.07,858,1.11,0.07,0.373
128,0.25,0.6,0.05,0.159,0.043,2.078,0.028,1.762,2.939,115715.871,0.072,768,1.157,0.072,0.482
129,0.25,0.7,0.05,0.163,0.043,2.128,0.029,1.811,3.022,116067.914,0.072,750,1.161,0.072,0.48
130,0.25,0.8,0.05,0.166,0.043,2.135,0.029,1.823,3.091,116429.994,0.073,730,1.164,0.073,0.485
131,0.25,0.9,0.05,0.172,0.043,2.151,0.029,1.846,3.206,116973.771,0.075,724,1.17,0.075,0.483
132,0.35,0.6,0.05,0.162,0.046,2.06,0.034,1.753,2.821,116046.943,0.074,716,1.16,0.074,0.534
133,0.35,0.7,0.05,0.164,0.046,2.084,0.034,1.776,2.858,116198.859,0.074,698,1.162,0.074,0.533
134,0.35,0.8,0.05,0.167,0.046,2.092,0.034,1.789,2.924,116550.585,0.075,678,1.166,0.075,0.537
135,0.35,0.9,0.05,0.176,0.046,2.131,0.034,1.835,3.083,117355.663,0.077,670,1.174,0.077,0.534
136,0.45,0.6,0.05,0.127,0.051,1.571,0.044,1.279,1.936,112570.139,0.078,676,1.126,0.078,0.556
137,0.45,0.7,0.05,0.129,0.051,1.596,0.044,1.302,1.97,112722.055,0.078,658,1.127,0.078,0.556
138,0.45,0.8,0.05,0.136,0.051,1.658,0.044,1.368,2.1,113443.781,0.079,638,1.134,0.079,0.561
139,0.45,0.9,0.05,0.144,0.051,1.71,0.043,1.427,2.247,114248.86,0.08,630,1.142,0.08,0.559
140,0.05,0.6,0.1,0.032,0.02,0.729,0.023,0.215,0.488,103160.204,0.044,888,1.032,0.044,0.182
141,0.05,0.7,0.1,0.046,0.019,0.976,0.021,0.49,1.181,104529.568,0.047,874,1.045,0.047,0.181
142,0.05,0.8,0.1,0.048,0.019,0.94,0.029,0.498,1.33,104792.399,0.052,870,1.048,0.052,0.177
143,0.05,0.9,0.1,0.039,0.02,0.77,0.029,0.331,0.88,103904.596,0.052,866,1.039,0.052,0.176
144,0.15,0.6,0.1,0.146,0.029,2.346,0.027,1.958,3.956,114446.84,0.059,734,1.144,0.059,0.384
145,0.15,0.7,0.1,0.154,0.029,2.461,0.027,2.073,4.209,115210.024,0.059,714,1.152,0.059,0.381
146,0.15,0.8,0.1,0.169,0.029,2.539,0.027,2.173,4.685,116723.911,0.062,708,1.167,0.062,0.381
147,0.15,0.9,0.1,0.159,0.029,2.394,0.027,2.027,4.338,115677.281,0.062,702,1.157,0.062,0.382
148,0.25,0.6,0.1,0.131,0.038,1.889,0.033,1.544,2.715,112954.021,0.066,656,1.13,0.066,0.47
149,0.25,0.7,0.1,0.129,0.038,1.868,0.034,1.523,2.671,112775.72,0.066,638,1.128,0.066,0.461
150,0.25,0.8,0.1,0.161,0.037,2.181,0.033,1.852,3.451,115889.607,0.069,632,1.159,0.069,0.465
151,0.25,0.9,0.1,0.154,0.037,2.087,0.033,1.759,3.276,115195.098,0.07,622,1.152,0.07,0.466
152,0.35,0.6,0.1,0.125,0.041,1.745,0.039,1.412,2.335,112337.658,0.069,602,1.123,0.069,0.498
153,0.35,0.7,0.1,0.122,0.042,1.711,0.039,1.378,2.27,112049.357,0.068,584,1.12,0.068,0.49
154,0.35,0.8,0.1,0.152,0.041,2.016,0.039,1.696,2.952,115021.827,0.071,580,1.15,0.071,0.493
155,0.35,0.9,0.1,0.146,0.041,1.937,0.039,1.618,2.816,114427.318,0.071,570,1.144,0.071,0.495
156,0.45,0.6,0.1,0.091,0.046,1.242,0.055,0.925,1.442,108988.61,0.072,582,1.09,0.072,0.502
157,0.45,0.7,0.1,0.088,0.046,1.208,0.054,0.891,1.382,108700.31,0.072,564,1.087,0.072,0.493
158,0.45,0.8,0.1,0.119,0.046,1.538,0.047,1.232,2.015,111722.78,0.074,560,1.117,0.074,0.496
159,0.45,0.9,0.1,0.114,0.046,1.483,0.046,1.178,1.927,111298.27,0.075,550,1.113,0.075,0.498
160,0.05,0.6,0.15,0.106,0.013,2.549,0.02,1.973,5.939,110429.77,0.04,576,1.104,0.04,0.236
161,0.05,0.7,0.15,0.11,0.013,2.599,0.02,2.036,6.315,110902.658,0.04,572,1.109,0.04,0.238
162,0.05,0.8,0.15,0.129,0.013,2.778,0.02,2.258,7.631,112722.658,0.044,572,1.127,0.044,0.238
163,0.05,0.9,0.15,0.124,0.013,2.683,0.02,2.164,7.333,112304.07,0.044,570,1.123,0.044,0.239
164,0.15,0.6,0.15,0.14,0.023,2.709,0.027,2.24,4.681,113823.524,0.049,510,1.138,0.049,0.443
165,0.15,0.7,0.15,0.151,0.023,2.852,0.027,2.393,5.153,114937.727,0.05,504,1.149,0.05,0.448
166,0.15,0.8,0.15,0.165,0.023,2.976,0.027,2.534,5.696,116290.153,0.052,500,1.163,0.052,0.452
167,0.15,0.9,0.15,0.159,0.023,2.881,0.027,2.44,5.483,115752.604,0.052,496,1.158,0.052,0.448
168,0.25,0.6,0.15,0.143,0.03,2.45,0.033,2.037,3.788,114147.52,0.055,488,1.141,0.055,0.516
169,0.25,0.7,0.15,0.153,0.029,2.547,0.033,2.143,4.105,115111.722,0.056,482,1.151,0.056,0.519
170,0.25,0.8,0.15,0.164,0.029,2.673,0.033,2.275,4.456,116204.148,0.057,478,1.162,0.057,0.523
171,0.25,0.9,0.15,0.162,0.029,2.622,0.032,2.228,4.405,116017.676,0.058,472,1.16,0.058,0.517
172,0.35,0.6,0.15,0.11,0.037,1.763,0.045,1.384,2.269,110885.858,0.06,460,1.109,0.06,0.535
173,0.35,0.7,0.15,0.12,0.036,1.875,0.038,1.503,2.529,111860.06,0.061,454,1.119,0.061,0.537
174,0.35,0.8,0.15,0.132,0.036,2.024,0.036,1.657,2.841,113052.486,0.062,450,1.131,0.062,0.542
175,0.35,0.9,0.15,0.13,0.036,1.984,0.037,1.619,2.798,112866.014,0.063,444,1.129,0.063,0.536
176,0.45,0.6,0.15,0.127,0.037,2.034,0.04,1.65,2.676,112542.536,0.059,446,1.125,0.059,0.547
177,0.45,0.7,0.15,0.136,0.036,2.133,0.038,1.757,2.925,113475.326,0.061,442,1.135,0.061,0.552
178,0.45,0.8,0.15,0.15,0.036,2.306,0.032,1.935,3.281,114837.752,0.061,438,1.148,0.061,0.557
179,0.45,0.9,0.15,0.148,0.036,2.264,0.034,1.895,3.238,114651.28,0.062,432,1.147,0.062,0.551
180,0.05,0.6,0.2,0.026,0.009,1.008,0.017,0.11,0.296,102535.88,0.025,314,1.025,0.025,0.236
181,0.05,0.7,0.2,0.024,0.009,0.955,0.017,0.029,0.077,102328.747,0.025,310,1.023,0.025,0.232
182,0.05,0.8,0.2,0.022,0.009,0.88,0.017,-0.042,-0.112,102148.747,0.025,310,1.021,0.025,0.232
183,0.05,0.9,0.2,0.013,0.009,0.592,0.017,-0.4,-0.975,101331.25,0.023,306,1.013,0.023,0.235
184,0.15,0.6,0.2,0.081,0.015,2.171,0.016,1.536,3.606,107963.024,0.036,302,1.08,0.036,0.424
185,0.15,0.7,0.2,0.08,0.015,2.187,0.015,1.545,3.593,107925.891,0.035,298,1.079,0.035,0.423
186,0.15,0.8,0.2,0.072,0.015,2.012,0.015,1.36,3.104,107157.223,0.035,296,1.072,0.035,0.426
187,0.15,0.9,0.2,0.068,0.015,1.916,0.018,1.257,2.838,106729.726,0.035,292,1.067,0.035,0.425
188,0.25,0.6,0.2,0.069,0.022,1.671,0.034,1.104,2.008,106795.616,0.04,298,1.068,0.04,0.49
189,0.25,0.7,0.2,0.068,0.022,1.676,0.033,1.105,2.001,106768.483,0.04,294,1.068,0.04,0.49
190,0.25,0.8,0.2,0.059,0.022,1.481,0.032,0.899,1.59,105839.815,0.039,292,1.058,0.039,0.493
191,0.25,0.9,0.2,0.057,0.022,1.428,0.032,0.844,1.489,105602.318,0.039,288,1.056,0.039,0.493
192,0.35,0.6,0.2,0.049,0.027,1.146,0.031,0.614,0.99,104888.962,0.043,292,1.049,0.043,0.507
193,0.35,0.7,0.2,0.05,0.026,1.159,0.03,0.625,1.008,104931.829,0.043,288,1.049,0.043,0.507
194,0.35,0.8,0.2,0.04,0.027,0.965,0.03,0.421,0.664,104003.161,0.042,286,1.04,0.042,0.51
195,0.35,0.9,0.2,0.04,0.027,0.95,0.034,0.406,0.641,103935.664,0.042,282,1.039,0.042,0.511
196,0.45,0.6,0.2,0.023,0.032,0.511,0.038,0.016,0.023,102253.358,0.046,284,1.023,0.046,0.5
197,0.45,0.7,0.2,0.025,0.032,0.56,0.04,0.065,0.095,102484.813,0.046,282,1.025,0.046,0.504
198,0.45,0.8,0.2,0.016,0.032,0.365,0.04,-0.136,-0.195,101556.145,0.045,280,1.016,0.045,0.507
199,0.45,0.9,0.2,0.014,0.032,0.338,0.044,-0.164,-0.235,101428.648,0.045,276,1.014,0.045,0.507
200,0.05,0.6,0.25,0.006,0.006,0.39,0.017,-1.011,-2.629,100617.904,0.016,164,1.006,0.016,0.232
201,0.05,0.7,0.25,0.007,0.006,0.417,0.017,-0.971,-2.549,100667.904,0.016,164,1.007,0.016,0.232
202,0.05,0.8,0.25,0.007,0.006,0.442,0.017,-0.928,-2.469,100717.904,0.017,164,1.007,0.017,0.232
203,0.05,0.9,0.25,0.007,0.006,0.442,0.017,-0.928,-2.469,100717.904,0.017,164,1.007,0.017,0.232
204,0.15,0.6,0.25,-0.001,0.012,-0.044,0.028,-1.012,-1.935,99870.472,0.024,160,0.999,0.024,0.325
205,0.15,0.7,0.25,-0.001,0.012,-0.014,0.028,-0.976,-1.877,99940.472,0.024,160,0.999,0.024,0.325
206,0.15,0.8,0.25,0.0,0.012,0.012,0.028,-0.943,-1.828,100000.472,0.024,160,1.0,0.024,0.325
207,0.15,0.9,0.25,0.003,0.012,0.123,0.028,-0.802,-1.609,100270.472,0.025,160,1.003,0.025,0.325
208,0.25,0.6,0.25,-0.019,0.019,-0.63,0.042,-1.408,-2.127,98142.598,0.029,156,0.981,0.029,0.397
209,0.25,0.7,0.25,-0.018,0.019,-0.618,0.042,-1.393,-2.111,98172.598,0.029,156,0.982,0.029,0.397
210,0.25,0.8,0.25,-0.019,0.019,-0.621,0.042,-1.395,-2.116,98162.598,0.029,156,0.982,0.029,0.397
211,0.25,0.9,0.25,-0.016,0.019,-0.515,0.042,-1.272,-1.976,98432.598,0.03,156,0.984,0.03,0.397
212,0.35,0.6,0.25,-0.043,0.026,-1.264,0.052,-1.925,-2.509,95715.014,0.034,152,0.957,0.034,0.408
213,0.35,0.7,0.25,-0.043,0.026,-1.251,0.051,-1.911,-2.496,95745.014,0.035,152,0.957,0.035,0.408
214,0.35,0.8,0.25,-0.043,0.026,-1.253,0.05,-1.912,-2.5,95735.014,0.035,152,0.957,0.035,0.408
215,0.35,0.9,0.25,-0.04,0.026,-1.152,0.05,-1.801,-2.396,96005.014,0.035,152,0.96,0.035,0.408
216,0.45,0.6,0.25,-0.046,0.029,-1.296,0.053,-1.928,-2.44,95405.469,0.036,150,0.954,0.036,0.413
217,0.45,0.7,0.25,-0.046,0.029,-1.284,0.052,-1.914,-2.429,95435.469,0.036,150,0.954,0.036,0.413
218,0.45,0.8,0.25,-0.046,0.029,-1.286,0.052,-1.916,-2.432,95425.469,0.036,150,0.954,0.036,0.413
219,0.45,0.9,0.25,-0.044,0.028,-1.189,0.052,-1.81,-2.336,95695.469,0.037,150,0.957,0.037,0.413
220,0.05,0.6,0.3,0.002,0.005,0.16,0.011,-1.627,-4.312,100194.219,0.013,104,1.002,0.013,0.212
221,0.05,0.7,0.3,0.001,0.005,0.123,0.011,-1.716,-4.416,100144.219,0.012,104,1.001,0.012,0.212
