,datetime,close,signal
53,2016-05-05 11:01:00,2345.0,1
54,2016-05-05 11:16:00,2342.0,1
55,2016-05-05 13:31:00,2334.0,0
56,2016-05-05 13:46:00,2342.0,0
57,2016-05-05 14:01:00,2339.0,0
58,2016-05-05 14:16:00,2337.0,0
59,2016-05-05 14:31:00,2331.0,0
60,2016-05-05 14:46:00,2310.0,0
61,2016-05-05 21:01:00,2321.0,0
62,2016-05-05 21:16:00,2320.0,0
63,2016-05-05 21:31:00,2329.0,0
64,2016-05-05 21:46:00,2326.0,0
65,2016-05-05 22:01:00,2325.0,0
66,2016-05-05 22:16:00,2325.0,0
67,2016-05-05 22:31:00,2316.0,0
68,2016-05-05 22:46:00,2307.0,0
69,2016-05-06 09:01:00,2293.0,0
70,2016-05-06 09:16:00,2294.0,0
71,2016-05-06 09:31:00,2306.0,0
72,2016-05-06 09:46:00,2307.0,0
73,2016-05-06 10:01:00,2311.0,0
74,2016-05-06 10:31:00,2312.0,0
75,2016-05-06 10:46:00,2304.0,0
76,2016-05-06 11:01:00,2299.0,0
77,2016-05-06 11:16:00,2301.0,0
78,2016-05-06 13:31:00,2320.0,0
79,2016-05-06 13:46:00,2315.0,0
80,2016-05-06 14:01:00,2320.0,0
81,2016-05-06 14:16:00,2326.0,0
82,2016-05-06 14:31:00,2333.0,0
83,2016-05-06 14:46:00,2338.0,0
84,2016-05-06 21:01:00,2341.0,0
85,2016-05-06 21:16:00,2340.0,0
86,2016-05-06 21:31:00,2327.0,0
87,2016-05-06 21:46:00,2317.0,0
88,2016-05-06 22:01:00,2320.0,0
89,2016-05-06 22:16:00,2299.0,1
90,2016-05-06 22:31:00,2300.0,1
91,2016-05-06 22:46:00,2311.0,1
92,2016-05-09 09:01:00,2240.0,0
93,2016-05-09 09:16:00,2201.0,1
94,2016-05-09 09:31:00,2204.0,1
95,2016-05-09 09:46:00,2193.0,1
96,2016-05-09 10:01:00,2187.0,1
97,2016-05-09 10:31:00,2180.0,1
98,2016-05-09 10:46:00,2181.0,1
99,2016-05-09 11:01:00,2175.0,1
100,2016-05-09 11:16:00,2175.0,1
101,2016-05-09 13:31:00,2175.0,0
102,2016-05-09 13:46:00,2175.0,0
103,2016-05-09 14:01:00,2175.0,0
104,2016-05-09 14:16:00,2175.0,0
105,2016-05-09 14:31:00,2175.0,0
106,2016-05-09 14:46:00,2175.0,0
107,2016-05-09 21:01:00,2116.0,0
108,2016-05-09 21:16:00,2135.0,0
109,2016-05-09 21:31:00,2121.0,0
110,2016-05-09 21:46:00,2126.0,0
111,2016-05-09 22:01:00,2117.0,0
112,2016-05-09 22:16:00,2122.0,0
113,2016-05-09 22:31:00,2119.0,0
114,2016-05-09 22:46:00,2114.0,0
115,2016-05-10 09:01:00,2105.0,0
116,2016-05-10 09:16:00,2108.0,0
117,2016-05-10 09:31:00,2102.0,0
118,2016-05-10 09:46:00,2117.0,0
119,2016-05-10 10:01:00,2112.0,0
120,2016-05-10 10:31:00,2113.0,0
121,2016-05-10 10:46:00,2118.0,0
122,2016-05-10 11:01:00,2103.0,0
123,2016-05-10 11:16:00,2106.0,0
124,2016-05-10 13:31:00,2155.0,0
125,2016-05-10 13:46:00,2155.0,0
126,2016-05-10 14:01:00,2147.0,0
127,2016-05-10 14:16:00,2138.0,0
128,2016-05-10 14:31:00,2156.0,0
129,2016-05-10 14:46:00,2149.0,0
130,2016-05-10 21:01:00,2161.0,0
131,2016-05-10 21:16:00,2156.0,0
132,2016-05-10 21:31:00,2164.0,0
133,2016-05-10 21:46:00,2171.0,0
134,2016-05-10 22:01:00,2167.0,0
135,2016-05-10 22:16:00,2145.0,0
136,2016-05-10 22:31:00,2147.0,0
137,2016-05-10 22:46:00,2149.0,0
138,2016-05-11 09:01:00,2164.0,0
139,2016-05-11 09:16:00,2172.0,0
140,2016-05-11 09:31:00,2138.0,1
141,2016-05-11 09:46:00,2136.0,1
142,2016-05-11 10:01:00,2136.0,1
143,2016-05-11 10:31:00,2128.0,1
144,2016-05-11 10:46:00,2138.0,1
145,2016-05-11 11:01:00,2140.0,1
146,2016-05-11 11:16:00,2134.0,1
147,2016-05-11 13:31:00,2158.0,0
148,2016-05-11 13:46:00,2161.0,0
149,2016-05-11 14:01:00,2162.0,0
150,2016-05-11 14:16:00,2163.0,0
151,2016-05-11 14:31:00,2160.0,0
152,2016-05-11 14:46:00,2167.0,0
153,2016-05-11 21:01:00,2152.0,0
154,2016-05-11 21:16:00,2136.0,1
155,2016-05-11 21:31:00,2149.0,1
156,2016-05-11 21:46:00,2141.0,1
157,2016-05-11 22:01:00,2143.0,1
158,2016-05-11 22:16:00,2148.0,1
159,2016-05-11 22:31:00,2151.0,1
160,2016-05-11 22:46:00,2148.0,1
161,2016-05-12 09:01:00,2149.0,1
162,2016-05-12 09:16:00,2143.0,1
163,2016-05-12 09:31:00,2142.0,1
164,2016-05-12 09:46:00,2142.0,1
165,2016-05-12 10:01:00,2146.0,1
166,2016-05-12 10:31:00,2149.0,1
167,2016-05-12 10:46:00,2140.0,1
168,2016-05-12 11:01:00,2140.0,1
169,2016-05-12 11:16:00,2139.0,1
170,2016-05-12 13:31:00,2132.0,1
171,2016-05-12 13:46:00,2115.0,1
172,2016-05-12 14:01:00,2109.0,1
173,2016-05-12 14:16:00,2129.0,1
174,2016-05-12 14:31:00,2116.0,1
175,2016-05-12 14:46:00,2105.0,1
176,2016-05-12 21:01:00,2066.0,0
177,2016-05-12 21:16:00,2075.0,0
178,2016-05-12 21:31:00,2071.0,0
179,2016-05-12 21:46:00,2065.0,0
180,2016-05-12 22:01:00,2058.0,0
181,2016-05-12 22:16:00,2059.0,0
182,2016-05-12 22:31:00,2060.0,0
183,2016-05-12 22:46:00,2056.0,0
184,2016-05-13 09:01:00,2017.0,1
185,2016-05-13 09:16:00,2022.0,1
186,2016-05-13 09:31:00,2026.0,1
187,2016-05-13 09:46:00,2025.0,1
188,2016-05-13 10:01:00,2038.0,1
189,2016-05-13 10:31:00,2025.0,1
190,2016-05-13 10:46:00,2019.0,1
191,2016-05-13 11:01:00,2010.0,1
192,2016-05-13 11:16:00,2019.0,1
193,2016-05-13 13:31:00,2016.0,0
194,2016-05-13 13:46:00,2027.0,0
195,2016-05-13 14:01:00,2029.0,0
196,2016-05-13 14:16:00,2038.0,0
197,2016-05-13 14:31:00,2032.0,0
198,2016-05-13 14:46:00,2043.0,0
199,2016-05-13 21:01:00,2020.0,0
200,2016-05-13 21:16:00,2043.0,0
201,2016-05-13 21:31:00,2044.0,0
202,2016-05-13 21:46:00,2044.0,0
203,2016-05-13 22:01:00,2042.0,0
204,2016-05-13 22:16:00,2043.0,0
205,2016-05-13 22:31:00,2044.0,0
206,2016-05-13 22:46:00,2046.0,0
207,2016-05-16 09:01:00,2052.0,0
208,2016-05-16 09:16:00,2047.0,1
209,2016-05-16 09:31:00,2051.0,1
210,2016-05-16 09:46:00,2060.0,1
211,2016-05-16 10:01:00,2056.0,1
212,2016-05-16 10:31:00,2069.0,1
213,2016-05-16 10:46:00,2062.0,1
214,2016-05-16 11:01:00,2067.0,1
215,2016-05-16 11:16:00,2063.0,1
216,2016-05-16 13:31:00,2060.0,1
217,2016-05-16 13:46:00,2044.0,1
218,2016-05-16 14:01:00,2042.0,1
219,2016-05-16 14:16:00,2048.0,1
220,2016-05-16 14:31:00,2060.0,1
221,2016-05-16 14:46:00,2084.0,1
222,2016-05-16 21:01:00,2059.0,0
223,2016-05-16 21:16:00,2063.0,0
224,2016-05-16 21:31:00,2070.0,0
225,2016-05-16 21:46:00,2072.0,0
226,2016-05-16 22:01:00,2071.0,0
227,2016-05-16 22:16:00,2076.0,0
228,2016-05-16 22:31:00,2073.0,0
229,2016-05-16 22:46:00,2072.0,0
230,2016-05-17 09:01:00,2063.0,0
231,2016-05-17 09:16:00,2052.0,0
232,2016-05-17 09:31:00,2056.0,0
233,2016-05-17 09:46:00,2056.0,0
234,2016-05-17 10:01:00,2045.0,1
235,2016-05-17 10:31:00,2053.0,1
236,2016-05-17 10:46:00,2054.0,1
237,2016-05-17 11:01:00,2051.0,1
238,2016-05-17 11:16:00,2052.0,1
239,2016-05-17 13:31:00,2066.0,1
240,2016-05-17 13:46:00,2077.0,1
241,2016-05-17 14:01:00,2080.0,1
242,2016-05-17 14:16:00,2086.0,1
243,2016-05-17 14:31:00,2087.0,1
244,2016-05-17 14:46:00,2108.0,1
245,2016-05-17 21:01:00,2108.0,0
246,2016-05-17 21:16:00,2106.0,0
247,2016-05-17 21:31:00,2099.0,1
248,2016-05-17 21:46:00,2098.0,1
249,2016-05-17 22:01:00,2107.0,1
250,2016-05-17 22:16:00,2101.0,1
251,2016-05-17 22:31:00,2108.0,1
252,2016-05-17 22:46:00,2112.0,1
253,2016-05-18 09:01:00,2105.0,1
254,2016-05-18 09:16:00,2104.0,1
255,2016-05-18 09:31:00,2114.0,1
256,2016-05-18 09:46:00,2106.0,1
257,2016-05-18 10:01:00,2124.0,1
258,2016-05-18 10:31:00,2119.0,1
259,2016-05-18 10:46:00,2124.0,1
260,2016-05-18 11:01:00,2129.0,1
261,2016-05-18 11:16:00,2114.0,1
262,2016-05-18 13:31:00,2087.0,0
263,2016-05-18 13:46:00,2083.0,0
264,2016-05-18 14:01:00,2080.0,1
265,2016-05-18 14:16:00,2064.0,1
266,2016-05-18 14:31:00,2047.0,1
267,2016-05-18 14:46:00,2047.0,1
268,2016-05-18 21:01:00,2051.0,0
269,2016-05-18 21:16:00,2033.0,1
270,2016-05-18 21:31:00,2046.0,1
271,2016-05-18 21:46:00,2048.0,1
272,2016-05-18 22:01:00,2049.0,1
273,2016-05-18 22:16:00,2055.0,1
274,2016-05-18 22:31:00,2059.0,1
275,2016-05-18 22:46:00,2060.0,1
276,2016-05-19 09:01:00,2049.0,1
277,2016-05-19 09:16:00,2067.0,1
278,2016-05-19 09:31:00,2068.0,1
279,2016-05-19 09:46:00,2065.0,1
280,2016-05-19 10:01:00,2057.0,1
281,2016-05-19 10:31:00,2053.0,1
282,2016-05-19 10:46:00,2062.0,1
283,2016-05-19 11:01:00,2043.0,1
284,2016-05-19 11:16:00,2040.0,1
285,2016-05-19 13:31:00,2039.0,1
286,2016-05-19 13:46:00,2032.0,1
287,2016-05-19 14:01:00,2033.0,1
288,2016-05-19 14:16:00,2039.0,1
289,2016-05-19 14:31:00,2036.0,1
290,2016-05-19 14:46:00,2042.0,1
291,2016-05-19 21:01:00,2033.0,0
292,2016-05-19 21:16:00,2034.0,0
293,2016-05-19 21:31:00,2033.0,0
294,2016-05-19 21:46:00,2039.0,0
295,2016-05-19 22:01:00,2039.0,0
296,2016-05-19 22:16:00,2034.0,0
297,2016-05-19 22:31:00,2040.0,0
298,2016-05-19 22:46:00,2061.0,0
299,2016-05-20 09:01:00,2075.0,0
300,2016-05-20 09:16:00,2061.0,0
301,2016-05-20 09:31:00,2059.0,0
302,2016-05-20 09:46:00,2049.0,0
303,2016-05-20 10:01:00,2050.0,0
304,2016-05-20 10:31:00,2055.0,0
305,2016-05-20 10:46:00,2056.0,0
306,2016-05-20 11:01:00,2062.0,0
307,2016-05-20 11:16:00,2059.0,0
308,2016-05-20 13:31:00,2056.0,0
309,2016-05-20 13:46:00,2054.0,0
310,2016-05-20 14:01:00,2062.0,0
311,2016-05-20 14:16:00,2074.0,0
312,2016-05-20 14:31:00,2067.0,0
313,2016-05-20 14:46:00,2068.0,0
314,2016-05-20 21:01:00,2063.0,0
315,2016-05-20 21:16:00,2056.0,1
316,2016-05-20 21:31:00,2047.0,1
317,2016-05-20 21:46:00,2042.0,1
318,2016-05-20 22:01:00,2035.0,1
319,2016-05-20 22:16:00,2037.0,1
320,2016-05-20 22:31:00,2031.0,1
321,2016-05-20 22:46:00,2023.0,1
322,2016-05-23 09:01:00,1971.0,0
323,2016-05-23 09:16:00,1969.0,0
324,2016-05-23 09:31:00,1965.0,0
325,2016-05-23 09:46:00,1962.0,0
326,2016-05-23 10:01:00,1960.0,0
327,2016-05-23 10:31:00,1951.0,0
328,2016-05-23 10:46:00,1959.0,0
329,2016-05-23 11:01:00,1954.0,0
330,2016-05-23 11:16:00,1955.0,0
331,2016-05-23 13:31:00,1945.0,0
332,2016-05-23 13:46:00,1930.0,0
333,2016-05-23 14:01:00,1930.0,0
334,2016-05-23 14:16:00,1930.0,0
335,2016-05-23 14:31:00,1930.0,0
336,2016-05-23 14:46:00,1930.0,0
337,2016-05-23 21:01:00,1943.0,0
338,2016-05-23 21:16:00,1925.0,1
339,2016-05-23 21:31:00,1925.0,1
340,2016-05-23 21:46:00,1938.0,1
341,2016-05-23 22:01:00,1939.0,1
342,2016-05-23 22:16:00,1939.0,1
343,2016-05-23 22:31:00,1944.0,1
344,2016-05-23 22:46:00,1949.0,1
345,2016-05-24 09:01:00,1937.0,1
346,2016-05-24 09:16:00,1938.0,1
347,2016-05-24 09:31:00,1943.0,1
348,2016-05-24 09:46:00,1938.0,1
349,2016-05-24 10:01:00,1933.0,1
350,2016-05-24 10:31:00,1941.0,1
351,2016-05-24 10:46:00,1938.0,1
352,2016-05-24 11:01:00,1941.0,1
353,2016-05-24 11:16:00,1942.0,1
354,2016-05-24 13:31:00,1945.0,1
355,2016-05-24 13:46:00,1948.0,1
356,2016-05-24 14:01:00,1944.0,1
357,2016-05-24 14:16:00,1952.0,1
358,2016-05-24 14:31:00,1962.0,1
359,2016-05-24 14:46:00,1955.0,1
360,2016-05-24 21:01:00,1961.0,0
361,2016-05-24 21:16:00,1957.0,0
362,2016-05-24 21:31:00,1957.0,0
363,2016-05-24 21:46:00,1958.0,0
364,2016-05-24 22:01:00,1950.0,0
365,2016-05-24 22:16:00,1952.0,0
366,2016-05-24 22:31:00,1960.0,0
367,2016-05-24 22:46:00,1965.0,0
368,2016-05-25 09:01:00,1957.0,0
369,2016-05-25 09:16:00,1961.0,0
370,2016-05-25 09:31:00,1952.0,1
371,2016-05-25 09:46:00,1944.0,1
372,2016-05-25 10:01:00,1939.0,1
373,2016-05-25 10:31:00,1934.0,1
374,2016-05-25 10:46:00,1932.0,1
375,2016-05-25 11:01:00,1940.0,1
376,2016-05-25 11:16:00,1934.0,1
377,2016-05-25 13:31:00,1937.0,0
378,2016-05-25 13:46:00,1928.0,1
379,2016-05-25 14:01:00,1920.0,1
380,2016-05-25 14:16:00,1924.0,1
381,2016-05-25 14:31:00,1925.0,1
382,2016-05-25 14:46:00,1920.0,1
383,2016-05-25 21:01:00,1918.0,0
384,2016-05-25 21:16:00,1944.0,1
385,2016-05-25 21:31:00,1950.0,1
386,2016-05-25 21:46:00,1949.0,1
387,2016-05-25 22:01:00,1950.0,1
388,2016-05-25 22:16:00,1951.0,1
389,2016-05-25 22:31:00,1947.0,1
390,2016-05-25 22:46:00,1934.0,1
391,2016-05-26 09:01:00,1928.0,1
392,2016-05-26 09:16:00,1944.0,1
393,2016-05-26 09:31:00,1935.0,1
394,2016-05-26 09:46:00,1934.0,1
395,2016-05-26 10:01:00,1951.0,1
396,2016-05-26 10:31:00,1946.0,1
397,2016-05-26 10:46:00,1935.0,1
398,2016-05-26 11:01:00,1944.0,1
399,2016-05-26 11:16:00,1943.0,1
400,2016-05-26 13:31:00,1946.0,1
401,2016-05-26 13:46:00,1940.0,1
402,2016-05-26 14:01:00,1936.0,1
403,2016-05-26 14:16:00,1932.0,1
404,2016-05-26 14:31:00,1942.0,1
405,2016-05-26 14:46:00,1944.0,1
406,2016-05-26 21:01:00,1964.0,0
407,2016-05-26 21:16:00,1969.0,0
408,2016-05-26 21:31:00,1960.0,0
409,2016-05-26 21:46:00,1957.0,0
410,2016-05-26 22:01:00,1954.0,0
411,2016-05-26 22:16:00,1964.0,0
412,2016-05-26 22:31:00,1964.0,0
413,2016-05-26 22:46:00,1958.0,0
414,2016-05-27 09:01:00,1943.0,0
415,2016-05-27 09:16:00,1935.0,0
416,2016-05-27 09:31:00,1935.0,0
417,2016-05-27 09:46:00,1934.0,0
418,2016-05-27 10:01:00,1934.0,0
419,2016-05-27 10:31:00,1937.0,0
420,2016-05-27 10:46:00,1939.0,0
421,2016-05-27 11:01:00,1942.0,0
422,2016-05-27 11:16:00,1955.0,0
423,2016-05-27 13:31:00,2001.0,0
424,2016-05-27 13:46:00,1997.0,0
425,2016-05-27 14:01:00,2001.0,0
426,2016-05-27 14:16:00,2029.0,0
427,2016-05-27 14:31:00,2038.0,0
428,2016-05-27 14:46:00,2027.0,0
429,2016-05-27 21:01:00,2035.0,0
430,2016-05-27 21:16:00,2043.0,0
431,2016-05-27 21:31:00,2031.0,1
432,2016-05-27 21:46:00,2022.0,1
433,2016-05-27 22:01:00,2028.0,1
434,2016-05-27 22:16:00,2038.0,1
435,2016-05-27 22:31:00,2041.0,1
436,2016-05-27 22:46:00,2031.0,1
437,2016-05-30 09:01:00,1944.0,0
438,2016-05-30 09:16:00,1949.0,1
439,2016-05-30 09:31:00,1948.0,1
440,2016-05-30 09:46:00,1963.0,1
441,2016-05-30 10:01:00,1974.0,1
442,2016-05-30 10:31:00,1975.0,1
443,2016-05-30 10:46:00,1977.0,1
444,2016-05-30 11:01:00,1990.0,1
445,2016-05-30 11:16:00,1993.0,1
446,2016-05-30 13:31:00,1984.0,1
447,2016-05-30 13:46:00,1993.0,1
448,2016-05-30 14:01:00,1997.0,1
449,2016-05-30 14:16:00,2000.0,1
450,2016-05-30 14:31:00,1996.0,1
451,2016-05-30 14:46:00,1987.0,1
452,2016-05-30 21:01:00,1988.0,0
453,2016-05-30 21:16:00,1997.0,0
454,2016-05-30 21:31:00,2015.0,0
455,2016-05-30 21:46:00,2021.0,0
456,2016-05-30 22:01:00,2020.0,0
457,2016-05-30 22:16:00,2014.0,0
458,2016-05-30 22:31:00,2016.0,0
459,2016-05-30 22:46:00,2007.0,0
460,2016-05-31 09:01:00,1993.0,0
461,2016-05-31 09:16:00,1995.0,0
462,2016-05-31 09:31:00,1997.0,0
463,2016-05-31 09:46:00,2004.0,0
464,2016-05-31 10:01:00,2006.0,0
465,2016-05-31 10:31:00,2008.0,0
466,2016-05-31 10:46:00,1993.0,0
467,2016-05-31 11:01:00,1989.0,0
468,2016-05-31 11:16:00,1990.0,0
469,2016-05-31 13:31:00,1999.0,0
470,2016-05-31 13:46:00,2000.0,0
471,2016-05-31 14:01:00,1988.0,0
472,2016-05-31 14:16:00,2008.0,0
473,2016-05-31 14:31:00,1996.0,0
474,2016-05-31 14:46:00,1988.0,0
475,2016-05-31 21:01:00,1976.0,0
476,2016-05-31 21:16:00,1978.0,0
477,2016-05-31 21:31:00,1979.0,0
478,2016-05-31 21:46:00,1974.0,0
479,2016-05-31 22:01:00,1970.0,0
480,2016-05-31 22:16:00,1978.0,0
481,2016-05-31 22:31:00,1975.0,0
482,2016-05-31 22:46:00,1972.0,0
483,2016-06-01 09:01:00,1958.0,0
484,2016-06-01 09:16:00,1960.0,0
485,2016-06-01 09:31:00,1953.0,0
486,2016-06-01 09:46:00,1956.0,0
487,2016-06-01 10:01:00,1959.0,0
488,2016-06-01 10:31:00,1959.0,0
489,2016-06-01 10:46:00,1956.0,0
490,2016-06-01 11:01:00,1955.0,0
491,2016-06-01 11:16:00,1951.0,0
492,2016-06-01 13:31:00,1954.0,0
493,2016-06-01 13:46:00,1950.0,0
494,2016-06-01 14:01:00,1956.0,0
495,2016-06-01 14:16:00,1951.0,0
496,2016-06-01 14:31:00,1941.0,1
497,2016-06-01 14:46:00,1956.0,1
498,2016-06-01 21:01:00,1946.0,0
499,2016-06-01 21:16:00,1951.0,0
500,2016-06-01 21:31:00,1949.0,0
501,2016-06-01 21:46:00,1948.0,0
502,2016-06-01 22:01:00,1948.0,0
503,2016-06-01 22:16:00,1957.0,0
504,2016-06-01 22:31:00,1962.0,0
505,2016-06-01 22:46:00,1952.0,0
506,2016-06-02 09:01:00,1955.0,0
507,2016-06-02 09:16:00,1966.0,0
508,2016-06-02 09:31:00,1972.0,0
509,2016-06-02 09:46:00,1966.0,0
510,2016-06-02 10:01:00,1977.0,0
511,2016-06-02 10:31:00,1965.0,1
512,2016-06-02 10:46:00,1965.0,1
513,2016-06-02 11:01:00,1964.0,1
514,2016-06-02 11:16:00,1968.0,1
515,2016-06-02 13:31:00,1969.0,1
516,2016-06-02 13:46:00,1968.0,1
517,2016-06-02 14:01:00,1961.0,1
518,2016-06-02 14:16:00,1954.0,1
519,2016-06-02 14:31:00,1954.0,1
520,2016-06-02 14:46:00,1952.0,1
521,2016-06-02 21:01:00,1956.0,0
522,2016-06-02 21:16:00,1961.0,0
523,2016-06-02 21:31:00,1968.0,0
524,2016-06-02 21:46:00,1964.0,0
525,2016-06-02 22:01:00,1966.0,0
526,2016-06-02 22:16:00,1966.0,0
527,2016-06-02 22:31:00,1960.0,0
528,2016-06-02 22:46:00,1962.0,0
529,2016-06-03 09:01:00,1971.0,0
530,2016-06-03 09:16:00,1989.0,0
531,2016-06-03 09:31:00,1989.0,0
532,2016-06-03 09:46:00,1992.0,0
533,2016-06-03 10:01:00,1997.0,0
534,2016-06-03 10:31:00,1994.0,0
535,2016-06-03 10:46:00,1995.0,0
536,2016-06-03 11:01:00,1993.0,0
537,2016-06-03 11:16:00,1989.0,0
538,2016-06-03 13:31:00,1986.0,0
539,2016-06-03 13:46:00,1982.0,0
540,2016-06-03 14:01:00,1986.0,0
541,2016-06-03 14:16:00,1978.0,0
542,2016-06-03 14:31:00,1975.0,0
543,2016-06-03 14:46:00,1984.0,0
544,2016-06-03 21:01:00,2002.0,0
545,2016-06-03 21:16:00,1994.0,0
546,2016-06-03 21:31:00,1994.0,0
547,2016-06-03 21:46:00,1987.0,0
548,2016-06-03 22:01:00,1987.0,0
549,2016-06-03 22:16:00,1986.0,0
550,2016-06-03 22:31:00,1987.0,0
551,2016-06-03 22:46:00,1989.0,0
552,2016-06-06 09:01:00,1997.0,0
553,2016-06-06 09:16:00,2005.0,0
554,2016-06-06 09:31:00,2005.0,0
555,2016-06-06 09:46:00,2000.0,0
556,2016-06-06 10:01:00,2001.0,0
557,2016-06-06 10:31:00,2007.0,0
558,2016-06-06 10:46:00,2028.0,0
559,2016-06-06 11:01:00,2029.0,0
560,2016-06-06 11:16:00,2039.0,0
561,2016-06-06 13:31:00,2071.0,0
562,2016-06-06 13:46:00,2057.0,1
563,2016-06-06 14:01:00,2057.0,1
564,2016-06-06 14:16:00,2055.0,1
565,2016-06-06 14:31:00,2055.0,1
566,2016-06-06 14:46:00,2073.0,1
567,2016-06-06 21:01:00,2062.0,0
568,2016-06-06 21:16:00,2064.0,0
569,2016-06-06 21:31:00,2062.0,0
570,2016-06-06 21:46:00,2066.0,0
571,2016-06-06 22:01:00,2068.0,0
572,2016-06-06 22:16:00,2077.0,0
573,2016-06-06 22:31:00,2086.0,0
574,2016-06-06 22:46:00,2093.0,0
575,2016-06-07 09:01:00,2085.0,0
576,2016-06-07 09:16:00,2076.0,0
577,2016-06-07 09:31:00,2072.0,0
578,2016-06-07 09:46:00,2074.0,0
579,2016-06-07 10:01:00,2056.0,0
580,2016-06-07 10:31:00,2068.0,0
581,2016-06-07 10:46:00,2067.0,0
582,2016-06-07 11:01:00,2076.0,0
583,2016-06-07 11:16:00,2076.0,0
584,2016-06-07 13:31:00,2078.0,0
585,2016-06-07 13:46:00,2071.0,0
586,2016-06-07 14:01:00,2073.0,0
587,2016-06-07 14:16:00,2069.0,0
588,2016-06-07 14:31:00,2071.0,0
589,2016-06-07 14:46:00,2074.0,0
590,2016-06-07 21:01:00,2069.0,0
591,2016-06-07 21:16:00,2068.0,0
592,2016-06-07 21:31:00,2045.0,1
593,2016-06-07 21:46:00,2051.0,1
594,2016-06-07 22:01:00,2049.0,1
595,2016-06-07 22:16:00,2047.0,1
596,2016-06-07 22:31:00,2051.0,1
597,2016-06-07 22:46:00,2050.0,1
598,2016-06-08 09:01:00,2050.0,1
599,2016-06-08 09:16:00,2074.0,1
600,2016-06-08 09:31:00,2082.0,1
601,2016-06-08 09:46:00,2092.0,1
602,2016-06-08 10:01:00,2094.0,1
603,2016-06-08 10:31:00,2095.0,1
604,2016-06-08 10:46:00,2085.0,1
605,2016-06-08 11:01:00,2096.0,1
606,2016-06-08 11:16:00,2106.0,1
607,2016-06-08 13:31:00,2096.0,0
608,2016-06-08 13:46:00,2096.0,0
609,2016-06-08 14:01:00,2093.0,0
610,2016-06-08 14:16:00,2096.0,0
611,2016-06-08 14:31:00,2095.0,0
612,2016-06-08 14:46:00,2097.0,0
613,2016-06-13 09:01:00,2116.0,0
614,2016-06-13 09:16:00,2124.0,0
615,2016-06-13 09:31:00,2125.0,0
616,2016-06-13 09:46:00,2131.0,0
617,2016-06-13 10:01:00,2142.0,0
618,2016-06-13 10:31:00,2139.0,0
619,2016-06-13 10:46:00,2144.0,0
620,2016-06-13 11:01:00,2151.0,0
621,2016-06-13 11:16:00,2155.0,0
622,2016-06-13 13:31:00,2159.0,0
623,2016-06-13 13:46:00,2182.0,0
624,2016-06-13 14:01:00,2174.0,0
625,2016-06-13 14:16:00,2183.0,0
626,2016-06-13 14:31:00,2185.0,0
627,2016-06-13 14:46:00,2179.0,0
628,2016-06-13 21:01:00,2169.0,0
629,2016-06-13 21:16:00,2179.0,0
630,2016-06-13 21:31:00,2165.0,0
631,2016-06-13 21:46:00,2160.0,0
632,2016-06-13 22:01:00,2171.0,0
633,2016-06-13 22:16:00,2165.0,0
634,2016-06-13 22:31:00,2173.0,0
