date,cash,market_value,static_unit_net_value,total_value,unit_net_value,units
2017-04-07,114172.544,0.0,1.145,114172.544,1.141725,100000.0
2017-04-10,113891.183,0.0,1.142,113891.183,1.138912,100000.0
2017-04-11,114069.844,0.0,1.139,114069.844,1.140698,100000.0
2017-04-12,113928.511,0.0,1.141,113928.511,1.139285,100000.0
2017-04-13,113997.199,0.0,1.139,113997.199,1.139972,100000.0
2017-04-14,113815.88,0.0,1.14,113815.88,1.138159,100000.0
2017-04-17,114093.242,0.0,1.138,114093.242,1.140932,100000.0
2017-04-18,113790.639,0.0,1.141,113790.639,1.137906,100000.0
2017-04-19,113790.639,0.0,1.138,113790.639,1.137906,100000.0
2017-04-20,114658.104,0.0,1.138,114658.104,1.146581,100000.0
2017-04-21,114776.792,0.0,1.147,114776.792,1.147768,100000.0
2017-04-24,115225.498,0.0,1.148,115225.498,1.152255,100000.0
2017-04-25,115054.186,0.0,1.152,115054.186,1.150542,100000.0
2017-04-26,115352.863,0.0,1.151,115352.863,1.153529,100000.0
2017-04-27,115821.529,0.0,1.154,115821.529,1.158215,100000.0
2017-04-28,116290.153,0.0,1.158,116290.153,1.162902,100000.0
