,datetime,value,signal
254,2015-05-06 22:56:00,20065.83229999999,0
255,2015-05-06 23:01:00,20065.83229999999,0
256,2015-05-06 23:06:00,20065.83229999999,0
257,2015-05-06 23:11:00,20065.83229999999,0
258,2015-05-06 23:16:00,20065.83229999999,0
259,2015-05-06 23:21:00,20065.83229999999,0
260,2015-05-06 23:26:00,20065.83229999999,0
261,2015-05-06 23:31:00,20065.83229999999,0
262,2015-05-06 23:36:00,20065.83229999999,0
263,2015-05-06 23:41:00,20065.83229999999,0
264,2015-05-06 23:46:00,20065.83229999999,0
265,2015-05-06 23:51:00,20065.83229999999,0
266,2015-05-06 23:56:00,20065.83229999999,0
267,2015-05-07 00:01:00,20065.83229999999,0
268,2015-05-07 00:06:00,20065.83229999999,0
269,2015-05-07 00:11:00,20065.83229999999,0
270,2015-05-07 00:16:00,20065.83229999999,0
271,2015-05-07 00:21:00,20065.83229999999,0
272,2015-05-07 00:26:00,20065.83229999999,0
273,2015-05-07 00:31:00,20065.83229999999,0
274,2015-05-07 00:36:00,20065.83229999999,0
275,2015-05-07 00:41:00,20065.83229999999,0
276,2015-05-07 00:46:00,20053.642149999992,1
277,2015-05-07 00:51:00,20063.642149999992,1
278,2015-05-07 00:56:00,20073.642149999992,1
279,2015-05-07 09:01:00,20073.642149999992,0
280,2015-05-07 09:06:00,20073.642149999992,0
281,2015-05-07 09:11:00,20073.642149999992,0
282,2015-05-07 09:16:00,20073.642149999992,0
283,2015-05-07 09:21:00,20073.642149999992,0
284,2015-05-07 09:26:00,20073.642149999992,0
285,2015-05-07 09:31:00,20073.642149999992,0
286,2015-05-07 09:36:00,20073.642149999992,0
287,2015-05-07 09:41:00,20073.642149999992,0
288,2015-05-07 09:46:00,20073.642149999992,0
289,2015-05-07 09:51:00,20073.642149999992,0
290,2015-05-07 09:56:00,20073.642149999992,0
291,2015-05-07 10:01:00,20061.44569999999,1
292,2015-05-07 10:06:00,20061.44569999999,1
293,2015-05-07 10:11:00,20061.44569999999,1
294,2015-05-07 10:31:00,20061.44569999999,1
295,2015-05-07 10:36:00,20061.44569999999,1
296,2015-05-07 10:41:00,20041.44569999999,1
297,2015-05-07 10:46:00,20071.44569999999,1
298,2015-05-07 10:51:00,20061.44569999999,1
299,2015-05-07 10:56:00,20071.44569999999,0
300,2015-05-07 11:01:00,20071.44569999999,0
301,2015-05-07 11:06:00,20071.44569999999,0
302,2015-05-07 11:11:00,20071.44569999999,0
303,2015-05-07 11:16:00,20071.44569999999,0
304,2015-05-07 11:21:00,20071.44569999999,0
305,2015-05-07 11:26:00,20071.44569999999,0
306,2015-05-07 13:31:00,20071.44569999999,0
307,2015-05-07 13:36:00,20071.44569999999,0
308,2015-05-07 13:41:00,20071.44569999999,0
309,2015-05-07 13:46:00,20071.44569999999,0
310,2015-05-07 13:51:00,20071.44569999999,0
311,2015-05-07 13:56:00,20071.44569999999,0
312,2015-05-07 14:01:00,20071.44569999999,0
313,2015-05-07 14:06:00,20071.44569999999,0
314,2015-05-07 14:11:00,20071.44569999999,0
315,2015-05-07 14:16:00,20071.44569999999,0
316,2015-05-07 14:21:00,20039.255549999987,1
317,2015-05-07 14:26:00,20049.255549999987,1
318,2015-05-07 14:31:00,20049.255549999987,1
319,2015-05-07 14:36:00,20049.255549999987,1
320,2015-05-07 14:41:00,20059.255549999987,1
321,2015-05-07 14:46:00,20059.255549999987,0
322,2015-05-07 14:51:00,20059.255549999987,0
323,2015-05-07 14:56:00,20059.255549999987,0
324,2015-05-07 21:01:00,20059.255549999987,0
325,2015-05-07 21:06:00,20059.255549999987,0
326,2015-05-07 21:11:00,20059.255549999987,0
327,2015-05-07 21:16:00,20059.255549999987,0
328,2015-05-07 21:21:00,20059.255549999987,0
329,2015-05-07 21:26:00,20059.255549999987,0
330,2015-05-07 21:31:00,20059.255549999987,0
331,2015-05-07 21:36:00,20059.255549999987,0
332,2015-05-07 21:41:00,20059.255549999987,0
333,2015-05-07 21:46:00,20059.255549999987,0
334,2015-05-07 21:51:00,20059.255549999987,0
335,2015-05-07 21:56:00,20059.255549999987,0
336,2015-05-07 22:01:00,20059.255549999987,0
337,2015-05-07 22:06:00,20057.06899999999,1
338,2015-05-07 22:11:00,20057.06899999999,1
339,2015-05-07 22:16:00,20057.06899999999,1
340,2015-05-07 22:21:00,20057.06899999999,1
341,2015-05-07 22:26:00,20037.06899999999,1
342,2015-05-07 22:31:00,20047.06899999999,1
343,2015-05-07 22:36:00,20047.06899999999,1
344,2015-05-07 22:41:00,20027.06899999999,1
345,2015-05-07 22:46:00,20027.06899999999,1
346,2015-05-07 22:51:00,20077.06899999999,1
347,2015-05-07 22:56:00,20077.06899999999,0
348,2015-05-07 23:01:00,20077.06899999999,0
349,2015-05-07 23:06:00,20077.06899999999,0
350,2015-05-07 23:11:00,20077.06899999999,0
351,2015-05-07 23:16:00,20077.06899999999,0
352,2015-05-07 23:21:00,20077.06899999999,0
353,2015-05-07 23:26:00,20077.06899999999,0
354,2015-05-07 23:31:00,20077.06899999999,0
355,2015-05-07 23:36:00,20077.06899999999,0
356,2015-05-07 23:41:00,20077.06899999999,0
357,2015-05-07 23:46:00,20077.06899999999,0
358,2015-05-07 23:51:00,20077.06899999999,0
359,2015-05-07 23:56:00,20077.06899999999,0
360,2015-05-08 00:01:00,20077.06899999999,0
361,2015-05-08 00:06:00,20077.06899999999,0
362,2015-05-08 00:11:00,20077.06899999999,0
363,2015-05-08 00:16:00,20077.06899999999,0
364,2015-05-08 00:21:00,20077.06899999999,0
365,2015-05-08 00:26:00,20077.06899999999,0
366,2015-05-08 00:31:00,20077.06899999999,0
367,2015-05-08 00:36:00,20077.06899999999,0
368,2015-05-08 00:41:00,20077.06899999999,0
369,2015-05-08 00:46:00,20064.893699999986,1
370,2015-05-08 00:51:00,20074.893699999986,1
371,2015-05-08 00:56:00,20064.893699999986,1
372,2015-05-08 09:01:00,20094.893699999986,1
373,2015-05-08 09:06:00,20114.893699999986,0
374,2015-05-08 09:11:00,20114.893699999986,0
375,2015-05-08 09:16:00,20132.724249999985,1
376,2015-05-08 09:21:00,20112.724249999985,1
377,2015-05-08 09:26:00,20122.724249999985,1
378,2015-05-08 09:31:00,20132.724249999985,1
379,2015-05-08 09:36:00,20122.724249999985,1
380,2015-05-08 09:41:00,20132.724249999985,0
381,2015-05-08 09:46:00,20132.724249999985,0
382,2015-05-08 09:51:00,20132.724249999985,0
383,2015-05-08 09:56:00,20132.724249999985,0
384,2015-05-08 10:01:00,20132.724249999985,0
385,2015-05-08 10:06:00,20132.724249999985,0
386,2015-05-08 10:11:00,20132.724249999985,0
387,2015-05-08 10:31:00,20132.724249999985,0
388,2015-05-08 10:36:00,20132.724249999985,0
389,2015-05-08 10:41:00,20132.724249999985,0
390,2015-05-08 10:46:00,20132.724249999985,0
391,2015-05-08 10:51:00,20132.724249999985,0
392,2015-05-08 10:56:00,20132.724249999985,0
393,2015-05-08 11:01:00,20132.724249999985,0
394,2015-05-08 11:06:00,20132.724249999985,0
395,2015-05-08 11:11:00,20132.724249999985,0
396,2015-05-08 11:16:00,20132.724249999985,0
397,2015-05-08 11:21:00,20130.531849999985,1
398,2015-05-08 11:26:00,20140.531849999985,1
399,2015-05-08 13:31:00,20160.531849999985,0
400,2015-05-08 13:36:00,20160.531849999985,0
401,2015-05-08 13:41:00,20160.531849999985,0
402,2015-05-08 13:46:00,20160.531849999985,0
403,2015-05-08 13:51:00,20160.531849999985,0
404,2015-05-08 13:56:00,20160.531849999985,0
405,2015-05-08 14:01:00,20160.531849999985,0
406,2015-05-08 14:06:00,20160.531849999985,0
407,2015-05-08 14:11:00,20160.531849999985,0
408,2015-05-08 14:16:00,20160.531849999985,0
409,2015-05-08 14:21:00,20160.531849999985,0
410,2015-05-08 14:26:00,20160.531849999985,0
411,2015-05-08 14:31:00,20160.531849999985,0
412,2015-05-08 14:36:00,20160.531849999985,0
413,2015-05-08 14:41:00,20160.531849999985,0
414,2015-05-08 14:46:00,20160.531849999985,0
415,2015-05-08 14:51:00,20160.531849999985,0
416,2015-05-08 14:56:00,20160.531849999985,0
417,2015-05-08 21:01:00,20160.531849999985,0
418,2015-05-08 21:06:00,20160.531849999985,0
419,2015-05-08 21:11:00,20160.531849999985,0
420,2015-05-08 21:16:00,20148.336749999984,1
421,2015-05-08 21:21:00,20148.336749999984,1
422,2015-05-08 21:26:00,20158.336749999984,1
423,2015-05-08 21:31:00,20158.336749999984,1
424,2015-05-08 21:36:00,20158.336749999984,1
425,2015-05-08 21:41:00,20168.336749999984,1
426,2015-05-08 21:46:00,20148.336749999984,1
427,2015-05-08 21:51:00,20168.336749999984,1
428,2015-05-08 21:56:00,20188.336749999984,0
429,2015-05-08 22:01:00,20188.336749999984,0
430,2015-05-08 22:06:00,20188.336749999984,0
431,2015-05-08 22:11:00,20188.336749999984,0
432,2015-05-08 22:16:00,20188.336749999984,0
433,2015-05-08 22:21:00,20188.336749999984,0
434,2015-05-08 22:26:00,20188.336749999984,0
435,2015-05-08 22:31:00,20188.336749999984,0
436,2015-05-08 22:36:00,20188.336749999984,0
437,2015-05-08 22:41:00,20188.336749999984,0
438,2015-05-08 22:46:00,20188.336749999984,0
439,2015-05-08 22:51:00,20188.336749999984,0
440,2015-05-08 22:56:00,20188.336749999984,0
441,2015-05-08 23:01:00,20188.336749999984,0
442,2015-05-08 23:06:00,20188.336749999984,0
443,2015-05-08 23:11:00,20188.336749999984,0
444,2015-05-08 23:16:00,20188.336749999984,0
445,2015-05-08 23:21:00,20188.336749999984,0
446,2015-05-08 23:26:00,20188.336749999984,0
447,2015-05-08 23:31:00,20188.336749999984,0
448,2015-05-08 23:36:00,20188.336749999984,0
449,2015-05-08 23:41:00,20188.336749999984,0
450,2015-05-08 23:46:00,20188.336749999984,0
451,2015-05-08 23:51:00,20188.336749999984,0
452,2015-05-08 23:56:00,20188.336749999984,0
453,2015-05-09 00:01:00,20188.336749999984,0
454,2015-05-09 00:06:00,20188.336749999984,0
455,2015-05-09 00:11:00,20188.336749999984,0
456,2015-05-09 00:16:00,20188.336749999984,0
457,2015-05-09 00:21:00,20188.336749999984,0
458,2015-05-09 00:26:00,20188.336749999984,0
459,2015-05-09 00:31:00,20188.336749999984,0
460,2015-05-09 00:36:00,20188.336749999984,0
461,2015-05-09 00:41:00,20188.336749999984,0
462,2015-05-09 00:46:00,20188.336749999984,0
463,2015-05-09 00:51:00,20188.336749999984,0
464,2015-05-09 00:56:00,20188.336749999984,0
465,2015-05-11 09:01:00,20188.336749999984,0
466,2015-05-11 09:06:00,20186.133099999985,0
467,2015-05-11 09:11:00,20186.133099999985,0
468,2015-05-11 09:16:00,20186.133099999985,0
469,2015-05-11 09:21:00,20186.133099999985,0
470,2015-05-11 09:26:00,20186.133099999985,0
471,2015-05-11 09:31:00,20186.133099999985,0
472,2015-05-11 09:36:00,20186.133099999985,0
473,2015-05-11 09:41:00,20186.133099999985,0
474,2015-05-11 09:46:00,20186.133099999985,0
475,2015-05-11 09:51:00,20186.133099999985,0
476,2015-05-11 09:56:00,20186.133099999985,0
477,2015-05-11 10:01:00,20186.133099999985,0
478,2015-05-11 10:06:00,20186.133099999985,0
479,2015-05-11 10:11:00,20186.133099999985,0
480,2015-05-11 10:31:00,20186.133099999985,0
481,2015-05-11 10:36:00,20186.133099999985,0
482,2015-05-11 10:41:00,20186.133099999985,0
483,2015-05-11 10:46:00,20186.133099999985,0
484,2015-05-11 10:51:00,20186.133099999985,0
485,2015-05-11 10:56:00,20186.133099999985,0
486,2015-05-11 11:01:00,20186.133099999985,0
487,2015-05-11 11:06:00,20186.133099999985,0
488,2015-05-11 11:11:00,20186.133099999985,0
489,2015-05-11 11:16:00,20186.133099999985,0
490,2015-05-11 11:21:00,20186.133099999985,0
491,2015-05-11 11:26:00,20186.133099999985,0
492,2015-05-11 13:31:00,20186.133099999985,0
493,2015-05-11 13:36:00,20186.133099999985,0
494,2015-05-11 13:41:00,20173.933949999984,0
495,2015-05-11 13:46:00,20173.933949999984,0
496,2015-05-11 13:51:00,20173.933949999984,0
497,2015-05-11 13:56:00,20173.933949999984,0
498,2015-05-11 14:01:00,20173.933949999984,0
499,2015-05-11 14:06:00,20173.933949999984,0
500,2015-05-11 14:11:00,20173.933949999984,0
501,2015-05-11 14:16:00,20173.933949999984,0
502,2015-05-11 14:21:00,20173.933949999984,0
503,2015-05-11 14:26:00,20173.933949999984,0
504,2015-05-11 14:31:00,20173.933949999984,0
505,2015-05-11 14:36:00,20173.933949999984,0
506,2015-05-11 14:41:00,20173.933949999984,0
507,2015-05-11 14:46:00,20173.933949999984,0
508,2015-05-11 14:51:00,20173.933949999984,0
509,2015-05-11 14:56:00,20173.933949999984,0
510,2015-05-11 21:01:00,20173.933949999984,0
511,2015-05-11 21:06:00,20173.933949999984,0
512,2015-05-11 21:11:00,20173.933949999984,0
513,2015-05-11 21:16:00,20173.933949999984,0
514,2015-05-11 21:21:00,20173.933949999984,0
515,2015-05-11 21:26:00,20173.933949999984,0
516,2015-05-11 21:31:00,20173.933949999984,0
517,2015-05-11 21:36:00,20173.933949999984,0
518,2015-05-11 21:41:00,20173.933949999984,0
519,2015-05-11 21:46:00,20173.933949999984,0
520,2015-05-11 21:51:00,20173.933949999984,0
521,2015-05-11 21:56:00,20173.933949999984,0
522,2015-05-11 22:01:00,20173.933949999984,0
523,2015-05-11 22:06:00,20173.933949999984,0
524,2015-05-11 22:11:00,20173.933949999984,0
525,2015-05-11 22:16:00,20173.933949999984,0
526,2015-05-11 22:21:00,20173.933949999984,0
527,2015-05-11 22:26:00,20173.933949999984,0
528,2015-05-11 22:31:00,20173.933949999984,0
529,2015-05-11 22:36:00,20173.933949999984,0
530,2015-05-11 22:41:00,20173.933949999984,0
531,2015-05-11 22:46:00,20173.933949999984,0
532,2015-05-11 22:51:00,20173.933949999984,0
533,2015-05-11 22:56:00,20173.933949999984,0
534,2015-05-11 23:01:00,20173.933949999984,0
535,2015-05-11 23:06:00,20173.933949999984,0
536,2015-05-11 23:11:00,20173.933949999984,0
537,2015-05-11 23:16:00,20173.933949999984,0
538,2015-05-11 23:21:00,20173.933949999984,0
539,2015-05-11 23:26:00,20173.933949999984,0
540,2015-05-11 23:31:00,20173.933949999984,0
541,2015-05-11 23:36:00,20173.933949999984,0
542,2015-05-11 23:41:00,20171.741099999985,1
543,2015-05-11 23:46:00,20161.741099999985,1
544,2015-05-11 23:51:00,20151.741099999985,0
545,2015-05-11 23:56:00,20151.741099999985,0
546,2015-05-12 00:01:00,20139.554549999986,1
547,2015-05-12 00:06:00,20139.554549999986,1
548,2015-05-12 00:11:00,20149.554549999986,1
549,2015-05-12 00:16:00,20129.554549999986,1
550,2015-05-12 00:21:00,20129.554549999986,1
551,2015-05-12 00:26:00,20139.554549999986,1
552,2015-05-12 00:31:00,20129.554549999986,1
553,2015-05-12 00:36:00,20129.554549999986,1
554,2015-05-12 00:41:00,20139.554549999986,0
555,2015-05-12 00:46:00,20139.554549999986,0
556,2015-05-12 00:51:00,20139.554549999986,0
557,2015-05-12 00:56:00,20139.554549999986,0
558,2015-05-12 09:01:00,20139.554549999986,0
559,2015-05-12 09:06:00,20139.554549999986,0
560,2015-05-12 09:11:00,20139.554549999986,0
561,2015-05-12 09:16:00,20139.554549999986,0
562,2015-05-12 09:21:00,20147.37429999999,0
563,2015-05-12 09:26:00,20147.37429999999,0
564,2015-05-12 09:31:00,20147.37429999999,0
565,2015-05-12 09:36:00,20147.37429999999,0
566,2015-05-12 09:41:00,20145.19674999999,1
